WO,StartDate,EndDate,Equipment,Value,FunctionalLocation,OrderType,WBS,Activity,Notification,Priority,Fun.Loc
70005289,01/01/18,12/31/2018,,87,GC05-40-03780,S,GC05-18-020-01,F,,,GC05-40
80011129,01/01/18,12/31/2018,90020182,22959.8,GC05-20-01330-01-045,R,GC05-18-005-03,R,,N,GC05-20
80011130,01/01/18,12/31/2018,90020616,8108,GC05-40-02590-01-999,R,GC05-18-016-03,R,,4,GC05-40
80011140,01/01/18,12/31/2018,90020500,1800,GC05-40-02590-01-999,R,GC05-18-016-03,R,,N,GC05-40
80011181,01/01/18,12/31/2018,90020197,0,GC05-20-01330-01-045,R,GC05-18-005-03,R,,N,GC05-20
80011203,01/01/18,12/31/2018,90020500,6400,GC05-40-02590-01-999,R,GC05-18-016-03,R,,N,GC05-40
80011204,01/01/18,12/31/2018,90020500,5200,GC05-40-02590-01-999,R,GC05-18-016-03,R,,N,GC05-40
80011262,01/01/18,12/31/2018,90020255,2625,GC05-25-01420-01-030,R,GC05-18-007-03,R,,4,GC05-25
80011276,01/02/18,12/31/2018,90020585,14460,GC05-40-03810-01-130,R,GC05-18-021-03,R,,9,GC05-40
80011297,01/01/18,12/31/2018,90020178,8816.7,GC05-20-01330-01-040,R,GC05-18-005-03,R,,N,GC05-20
80011311,01/01/18,12/31/2018,22504,0,GC05-15-01180-01-048,R,GC05-18-902-01,J,,5,GC05-15
80011390,01/01/18,12/31/2018,90020500,1800,GC05-40-02590-01-999,R,GC05-18-016-03,R,,N,GC05-40
80011400,01/01/18,12/31/2018,90020503,1530,GC05-40-02590-01-999,R,GC05-18-016-03,R,,4,GC05-40
80011404,01/01/18,12/31/2018,90020093,3596,GC05-15-01180-01-005,R,GC05-18-003-03,R,,4,GC05-15
80011458,01/01/18,12/31/2018,90020350,820,GC05-25-01690-02-005,R,GC05-18-008-03,R,,4,GC05-25
80011464,06/11/18,12/31/2018,90020500,5040,GC05-40-02590-01-999,R,GC05-18-016-03,R,,4,GC05-40
80011495,01/01/18,12/31/2018,22504,2339,GC05-15-01180-01-048,R,GC05-18-902-01,J,,2,GC05-15
80011496,01/01/18,12/31/2018,22643,6202,GC05-30-01540-04-073,R,GC05-18-011-03,R,,,GC05-30
80011497,01/01/18,12/31/2018,90020423,2458.2,GC05-30-01540-02-005,R,GC05-18-011-03,R,,,GC05-30
80011512,01/01/18,12/31/2018,90020260,2800,GC05-25-01420-02-005,R,GC05-18-007-03,R,,4,GC05-25
80011530,01/01/18,12/31/2018,90020657,7981.7,GC05-40-02590-01-999,R,GC05-18-016-03,R,,4,GC05-40
80011586,07/30/2018,12/31/2018,22699,420,GC05-40-03780-01-125,R,GC05-18-020-05,L,,,GC05-40
80011597,01/01/18,12/31/2018,90020376,3850,GC05-30-01480-01-060,R,GC05-18-009-03,R,,4,GC05-30
80011600,01/01/18,12/31/2018,90020185,1400,GC05-20-01330-01-045,R,GC05-18-005-03,R,,4,GC05-20
80011727,01/01/18,12/31/2018,90020068,0,GC05-10-01690-01-020,R,GC05-18-002-03,R,,4,GC05-10
80011728,01/01/18,12/31/2018,90020235,841.8,GC05-25-01420-01-005,R,GC05-18-007-03,R,1008911,3,GC05-25
80011753,01/01/18,12/31/2018,90020432,845.6,GC05-30-01540-04-005,R,GC05-18-011-03,R,1008928,2,GC05-30
80011779,01/01/18,12/31/2018,90020558,2850,GC05-40-03750-01-085,R,GC05-18-019-03,R,,4,GC05-40
80011800,02/11/18,12/31/2018,90020120,0,GC05-15-01180-01-030,R,GC05-18-003-03,R,1008972,5,GC05-15
80011837,01/01/18,12/31/2018,90020595,0,GC05-25-01420-00-005,R,GC05-18-007-03,R,,4,GC05-25
80011871,11/28/2018,12/31/2018,90020183,9246,GC05-20-01330-01-045,R,GC05-18-005-03,R,1009054,6,GC05-20
80011872,01/01/18,12/31/2018,21853,1920,GC05-25-01420-00-015,R,GC05-18-007-03,R,1009059,3,GC05-25
80011876,01/01/18,12/31/2018,90020110,1612,GC05-15-01180-01-030,R,GC05-18-003-03,R,,4,GC05-15
80011903,12/12/18,12/31/2018,90020220,2400,GC05-20-01690-01-020,R,GC05-18-006-03,R,1009109,3,GC05-20
80011904,12/12/18,12/31/2018,90020120,1680,GC05-15-01180-01-030,R,GC05-18-003-03,R,1009110,5,GC05-15
80011913,01/01/18,12/31/2018,90020511,0,GC05-40-02590-01-999,R,GC05-18-016-03,R,,4,GC05-40
80011915,01/01/18,12/31/2018,90020200,0,GC05-20-01330-01-050,R,GC05-18-005-03,R,1009021,6,GC05-20
80011934,12/21/2018,12/31/2018,90020564,1200,GC05-40-03750-01-100,R,GC05-18-019-03,R,,4,GC05-40
80011902,11/12/18,04/01/19,90020056,51.9,GC05-10-01690-01-015,R,GC05-18-002-03,R,1009108,2,GC05-10
80011938,01/01/19,01/20/2019,90020264,2375.9,GC05-25-01420-02-005,R,GC05-19-007-03,R,,4,GC05-25
80011939,01/01/19,01/20/2019,90020194,10268.5,GC05-20-01330-01-045,R,GC05-19-005-03,R,,6,GC05-20
80011940,10/01/19,01/20/2019,90020441,3569.4,GC05-30-01540-04-005,R,GC05-19-011-03,R,,3,GC05-30
80011941,10/01/19,01/20/2019,90020378,3980,GC05-30-01480-01-060,R,GC05-19-009-03,R,,4,GC05-30
80011943,10/01/19,01/20/2019,90020374,2720,GC05-30-01480-01-005,R,GC05-19-009-03,R,,4,GC05-30
80011944,01/01/19,01/20/2019,90020183,2119.3,GC05-20-01330-01-045,R,GC05-19-005-03,R,,3,GC05-20
80011947,01/01/19,01/20/2019,22599,3147.7,GC05-20-01330-01-040,R,GC05-19-005-03,R,,4,GC05-20
80011948,01/01/19,01/20/2019,90020141,6168.5,GC05-15-01270-01-005,R,GC05-19-004-03,R,,4,GC05-15
80011950,01/01/19,01/20/2019,90020498,2995.3,GC05-35-02660-01-999,R,GC05-19-015-03,R,,2,GC05-35
80011951,01/01/19,01/20/2019,90020379,8823.8,GC05-30-01480-01-060,R,GC05-19-009-03,R,,4,GC05-30
80011952,01/01/19,01/20/2019,90020498,4968.7,GC05-35-02660-01-999,R,GC05-19-015-03,R,,2,GC05-35
80011953,01/01/19,01/20/2019,90020213,3732,GC05-20-01690-01-015,R,GC05-19-006-03,R,,4,GC05-20
80011954,01/01/19,01/20/2019,90020330,1846,GC05-25-01690-01-035,R,GC05-19-008-03,R,,4,GC05-25
80011955,01/01/19,01/20/2019,90020478,1904,GC05-35-02600-01-030,R,GC05-19-013-03,R,,3,GC05-35
80011956,01/01/19,01/20/2019,90020114,5154.9,GC05-15-01180-01-030,R,GC05-19-003-03,R,,2,GC05-15
80011964,10/01/19,01/20/2019,90020390,290,GC05-30-01480-01-065,R,GC05-19-009-03,R,1009179,4,GC05-30
80011965,10/01/19,01/20/2019,90020577,296,GC05-40-03780-01-120,R,GC05-19-020-03,R,1009180,4,GC05-40
80011966,10/01/19,01/20/2019,90020176,436,GC05-20-01330-01-040,R,GC05-19-005-03,R,1009181,4,GC05-20
80011967,10/01/19,01/20/2019,22637,4384,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009182,4,GC05-30
80011968,10/01/19,01/20/2019,90020583,1476,GC05-40-03810-01-130,R,GC05-19-021-03,R,1009183,4,GC05-40
80011969,10/01/19,01/20/2019,90020257,472,GC05-25-01420-01-030,R,GC05-19-007-03,R,1009184,3,GC05-25
80011970,10/01/19,01/20/2019,90020443,664,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009185,4,GC05-30
80011971,10/01/19,01/20/2019,90020176,804,GC05-20-01330-01-040,R,GC05-19-005-03,R,1009186,4,GC05-20
80011973,01/01/19,01/20/2019,90020249,4852.6,GC05-25-01420-01-030,R,GC05-19-007-03,R,,4,GC05-25
80011974,01/01/19,01/20/2019,22600,3406.6,GC05-20-01330-01-040,R,GC05-19-005-03,R,,5,GC05-20
80011995,01/22/2019,01/28/2019,90020385,5339.1,GC05-30-01480-01-065,R,GC05-19-009-03,R,1009206,3,GC05-30
80011998,01/21/2019,01/28/2019,90020494,610.5,GC05-35-02600-01-900,R,GC05-19-013-03,R,1009216,4,GC05-35
80011999,01/21/2019,01/28/2019,90020453,152,GC05-35-02570-01-999,R,GC05-19-012-03,R,1009217,4,GC05-35
80011976,01/21/2019,01/29/2019,90020353,3016.6,GC05-25-01690-02-035,R,GC05-19-008-03,R,1009167,1,GC05-25
80011977,01/21/2019,01/29/2019,90020452,0,GC05-35-02570-01-999,R,GC05-19-012-03,R,1009189,2,GC05-35
80011978,01/21/2019,01/29/2019,90020406,0,GC05-30-01540-00-999,R,GC05-19-011-03,R,1009192,1,GC05-30
80011979,01/21/2019,01/29/2019,90020417,0,GC05-30-01540-01-005,R,GC05-19-011-03,R,1009165,1,GC05-30
80011980,01/21/2019,01/29/2019,90020114,0,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009173,2,GC05-15
80011981,01/21/2019,01/29/2019,22677,0,GC05-35-02660-02-999,R,GC05-19-015-03,R,1009190,2,GC05-35
80011982,01/01/19,01/29/2019,22646,5989.3,GC05-20-01330-01-045,R,GC05-19-005-03,R,,6,GC05-20
80011983,01/01/19,01/29/2019,90020348,2312,GC05-25-01690-02-005,R,GC05-19-008-03,R,,3,GC05-25
80011984,01/22/2019,01/29/2019,90020413,3485.7,GC05-30-01540-01-005,R,GC05-19-011-03,R,1009168,4,GC05-30
80011997,01/21/2019,01/29/2019,90020249,1471.5,GC05-25-01420-01-030,R,GC05-19-007-03,R,1009215,4,GC05-25
80012000,01/28/2019,01/29/2019,90020213,0,GC05-20-01690-01-015,R,GC05-19-006-03,R,1009212,1,GC05-20
80012005,01/30/2019,01/30/2019,22644,0,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009218,2,GC05-30
80011916,12/19/2018,01/31/2019,90020162,313.6,GC05-20-01330-01-005,R,GC05-18-005-03,R,1009068,6,GC05-20
80011917,12/19/2018,01/31/2019,90020194,4.2,GC05-20-01330-01-045,R,GC05-18-005-03,R,1009083,5,GC05-20
80011918,12/19/2018,01/31/2019,90020179,0,GC05-20-01330-01-040,R,GC05-18-005-03,R,1009135,6,GC05-20
80011919,12/19/2018,01/31/2019,90020176,0,GC05-20-01330-01-040,R,GC05-18-005-03,R,1009138,6,GC05-20
80011920,12/19/2018,01/31/2019,90020169,0,GC05-20-01330-01-005,R,GC05-18-005-03,R,1009136,6,GC05-20
80011921,12/19/2018,01/31/2019,90020164,48.7,GC05-20-01330-01-005,R,GC05-18-005-03,R,1009134,6,GC05-20
80011922,12/19/2018,01/31/2019,90020194,0,GC05-20-01330-01-045,R,GC05-18-005-03,R,1009139,6,GC05-20
80011923,12/19/2018,01/31/2019,90020667,0,GC05-20-01330-01-005,R,GC05-18-005-03,R,1009140,6,GC05-20
80011924,12/19/2018,01/31/2019,90020105,0,GC05-15-01180-01-030,R,GC05-18-003-03,R,1009133,6,GC05-15
80011925,12/19/2018,01/31/2019,90020470,107,GC05-35-02600-01-030,R,GC05-18-013-03,R,1009132,6,GC05-35
80011927,12/19/2018,01/31/2019,90020178,0,GC05-20-01330-01-040,R,GC05-18-005-03,R,1009128,6,GC05-20
80011928,12/19/2018,01/31/2019,90020141,5.9,GC05-15-01270-01-005,R,GC05-18-004-03,R,1009101,6,GC05-15
80011929,12/19/2018,01/31/2019,90020158,0,GC05-20-01330-01-005,R,GC05-18-005-03,R,1009100,5,GC05-20
80011930,12/19/2018,01/31/2019,22320,255,GC05-35-02660-03-999,R,GC05-18-015-03,R,1009086,6,GC05-35
80011931,12/19/2018,01/31/2019,22593,1815.4,GC05-20-01330-01-050,R,GC05-18-005-03,R,1009095,5,GC05-20
80011932,12/19/2018,01/31/2019,90020132,160,GC05-15-01180-01-030,R,GC05-18-003-03,R,1009097,6,GC05-15
80011933,12/15/2018,01/31/2019,90020176,7520,GC05-20-01330-01-040,R,GC05-18-005-03,R,,5,GC05-20
80011936,01/01/19,01/31/2019,90020176,27345.3,GC05-20-01330-01-040,R,GC05-19-005-03,R,,6,GC05-20
80011960,01/16/2019,01/31/2019,90020478,334,GC05-35-02600-01-030,R,GC05-19-013-03,R,1009178,4,GC05-35
80011988,01/23/2019,01/31/2019,22599,7085.1,GC05-20-01330-01-040,R,GC05-19-005-03,R,1009195,5,GC05-20
80011989,01/23/2019,01/31/2019,90020118,3329,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009191,5,GC05-15
80011990,01/21/2019,01/31/2019,90020058,540.6,GC05-10-01690-01-020,R,GC05-19-002-03,R,,5,GC05-10
80011991,01/21/2019,01/31/2019,90020352,4148.5,GC05-25-01690-02-005,R,GC05-19-008-03,R,,3,GC05-25
80011992,01/21/2019,01/31/2019,90020498,10124.1,GC05-35-02660-01-999,R,GC05-19-015-03,R,,3,GC05-35
80011996,01/29/2019,01/31/2019,90020411,4986.1,GC05-30-01540-01-005,R,GC05-19-011-03,R,1009209,1,GC05-30
80012001,01/29/2019,01/31/2019,90020272,7.8,GC05-25-01420-02-030,R,GC05-19-007-03,R,1009213,2,GC05-25
80012002,01/28/2019,01/31/2019,90020353,0,GC05-25-01690-02-035,R,GC05-19-008-03,R,,4,GC05-25
80012003,01/30/2019,01/31/2019,90020220,288.3,GC05-20-01690-01-020,R,GC05-19-006-03,R,1009220,3,GC05-20
80012004,01/30/2019,01/31/2019,22637,32.9,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009219,2,GC05-30
80012006,01/28/2019,01/31/2019,90020178,272,GC05-20-01330-01-040,R,GC05-19-005-03,R,1009221,3,GC05-20
80012007,01/31/2019,01/31/2019,90020238,2978.9,GC05-25-01420-01-030,R,GC05-19-007-03,R,1009226,3,GC05-25
80012009,01/31/2019,01/31/2019,90020186,240,GC05-20-01330-01-045,R,GC05-19-005-03,R,1009224,1,GC05-20
80012010,01/31/2019,01/31/2019,90020190,4658,GC05-20-01330-01-045,R,GC05-19-005-03,R,,5,GC05-20
80012022,04/02/19,08/02/19,90020436,884,GC05-30-01540-04-005,R,GC05-19-011-03,R,1009231,3,GC05-30
80012023,01/31/2019,08/02/19,90020218,0,GC05-20-01690-01-020,R,GC05-19-006-03,R,1009232,4,GC05-20
80012038,05/02/19,08/02/19,22594,3550.1,GC05-20-01330-01-050,R,GC05-19-005-03,R,1009244,2,GC05-20
80012017,01/02/19,10/02/19,22642,340,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009158,1,GC05-30
80012052,12/02/19,12/02/19,90020112,9189.5,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009278,1,GC05-15
80012056,02/13/2019,02/13/2019,90020112,25464.5,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009281,2,GC05-15
80012062,02/13/2019,02/13/2019,90020126,304.1,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009277,2,GC05-15
80012024,04/02/19,02/14/2019,90020190,6433.1,GC05-20-01330-01-045,R,GC05-19-005-03,R,1009233,5,GC05-20
80012025,01/31/2019,02/14/2019,90020192,112475.3,GC05-20-01330-01-045,R,GC05-19-005-03,R,,5,GC05-20
80012013,01/31/2019,02/15/2019,90020390,590.7,GC05-30-01480-01-065,R,GC05-19-009-03,R,1009194,3,GC05-30
80012018,01/02/19,02/15/2019,90020390,2430.6,GC05-30-01480-01-065,R,GC05-19-009-03,R,1009208,4,GC05-30
80012027,05/02/19,02/15/2019,90020574,6289.9,GC05-40-03780-01-110,R,GC05-19-020-03,R,1009174,3,GC05-40
80012028,05/02/19,02/15/2019,90020447,495.9,GC05-30-01541-01-073,R,GC05-19-024-03,R,,4,GC05-30
80012029,05/02/19,02/15/2019,22600,272,GC05-20-01330-01-040,R,GC05-19-005-03,R,1009234,5,GC05-20
80012030,05/02/19,02/15/2019,90020526,669.7,GC05-40-02710-01-080,R,GC05-19-017-03,R,,3,GC05-40
80012032,05/02/19,02/15/2019,90020063,514.8,GC05-10-01690-01-020,R,GC05-19-002-03,R,,2,GC05-10
80012048,11/02/19,02/15/2019,90020194,6422.8,GC05-20-01330-01-045,R,GC05-19-005-03,R,1009171,3,GC05-20
80012049,11/02/19,02/15/2019,90020331,7139.4,GC05-25-01690-01-035,R,GC05-19-008-03,R,1009210,3,GC05-25
80012050,08/02/19,02/15/2019,90020350,330.8,GC05-25-01690-02-005,R,GC05-19-008-03,R,,4,GC05-25
80012053,12/02/19,02/15/2019,22644,1733.9,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009230,3,GC05-30
80012054,12/02/19,02/15/2019,90020661,5898.8,GC05-35-02660-02-999,R,GC05-19-015-03,R,1009270,2,GC05-35
80012055,12/02/19,02/15/2019,90020606,1365.9,GC05-15-01180-01-005,R,GC05-19-003-03,R,1009271,3,GC05-15
80012059,02/13/2019,02/15/2019,22606,384.5,GC05-30-01510-01-999,R,GC05-19-010-03,R,1009280,2,GC05-30
80012060,02/13/2019,02/15/2019,22534,342,GC05-20-01330-01-005,R,GC05-19-005-03,R,1009282,2,GC05-20
80012061,02/13/2019,02/15/2019,90020093,293.7,GC05-15-01180-01-005,R,GC05-19-003-03,R,1009279,2,GC05-15
80012064,12/02/19,02/15/2019,90020111,292,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009285,1,GC05-15
80012066,02/15/2019,02/15/2019,90020218,684.2,GC05-20-01690-01-020,R,GC05-19-006-03,R,1009272,2,GC05-20
80011961,01/16/2019,02/16/2019,90020058,2100,GC05-10-01690-01-020,R,GC05-19-002-03,R,1009176,2,GC05-10
80011962,01/16/2019,02/16/2019,90020483,3330.5,GC05-35-02600-01-900,R,GC05-19-013-03,R,1009172,2,GC05-35
80011963,01/16/2019,02/16/2019,90020421,545.6,GC05-30-01540-01-073,R,GC05-19-011-03,R,1009157,3,GC05-30
80012036,04/02/19,02/17/2019,90020365,5398.2,GC05-25-01690-02-035,R,GC05-19-008-03,R,1009241,2,GC05-25
80012037,05/02/19,02/17/2019,90020406,1008.7,GC05-30-01540-00-999,R,GC05-19-011-03,R,1009242,2,GC05-30
80012039,07/02/19,02/17/2019,90020526,272,GC05-40-02710-01-080,R,GC05-19-017-03,R,1009240,2,GC05-40
80012040,07/02/19,02/17/2019,22642,893.8,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009237,3,GC05-30
80012043,08/02/19,02/17/2019,90020426,13969.1,GC05-30-01540-02-073,R,GC05-19-011-03,R,,4,GC05-30
80011975,01/18/2019,02/18/2019,90020439,285,GC05-30-01540-04-005,R,GC05-19-011-03,R,1009187,2,GC05-30
80012044,08/02/19,02/18/2019,90020229,2200.9,GC05-25-01420-01-005,R,GC05-19-007-03,R,1009131,1,GC05-25
80012045,08/02/19,02/18/2019,90020173,0,GC05-20-01330-01-005,R,GC05-19-005-03,R,1009238,2,GC05-20
80012046,08/02/19,02/18/2019,90020085,408,GC05-25-01420-00-010,R,GC05-19-007-03,R,,4,GC05-25
80012047,08/02/19,02/18/2019,90020264,3387,GC05-25-01420-02-005,R,GC05-19-007-03,R,1009114,4,GC05-25
80011972,10/01/19,02/20/2019,90020390,10250,GC05-30-01480-01-065,R,GC05-19-009-03,R,,3,GC05-30
80012019,01/02/19,02/20/2019,90020390,2871.1,GC05-30-01480-01-065,R,GC05-19-009-03,R,1009207,3,GC05-30
80012026,01/31/2019,02/20/2019,90020376,356.5,GC05-30-01480-01-060,R,GC05-19-009-03,R,1009236,4,GC05-30
80011987,01/22/2019,02/22/2019,22637,3931.9,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009200,3,GC05-30
80012068,02/22/2019,02/22/2019,90020516,7524,GC05-40-02710-01-075,R,GC05-19-017-03,R,1009301,1,GC05-40
80012069,02/25/2019,02/25/2019,90020330,272,GC05-25-01690-01-035,R,GC05-19-008-03,R,1009303,1,GC05-25
80012070,02/25/2019,02/25/2019,90020443,2149.3,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009284,2,GC05-30
80012071,02/25/2019,02/25/2019,90020200,1608,GC05-20-01330-01-050,R,GC05-19-005-03,R,1009296,2,GC05-20
80012072,02/25/2019,02/25/2019,90020452,0,GC05-35-02570-01-999,R,GC05-19-012-03,R,1009288,2,GC05-35
80012073,02/25/2019,02/25/2019,22320,0,GC05-35-02660-03-999,R,GC05-19-015-03,R,1009298,3,GC05-35
80012074,02/25/2019,02/25/2019,90020281,378.8,GC05-25-01420-02-030,R,GC05-19-007-03,R,1009310,3,GC05-25
80012075,02/25/2019,02/25/2019,21837,1863.3,GC05-35-02600-01-005,R,GC05-19-013-03,R,1009326,2,GC05-35
80012076,02/25/2019,02/26/2019,90020390,0,GC05-30-01480-01-065,R,GC05-19-009-03,R,1009304,2,GC05-30
80012077,02/26/2019,02/26/2019,22638,1693.8,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009333,2,GC05-30
80012078,02/18/2019,02/26/2019,90020376,304,GC05-30-01480-01-060,R,GC05-19-009-03,R,1009339,3,GC05-30
80012014,01/31/2019,02/28/2019,90020218,240,GC05-20-01690-01-020,R,GC05-19-006-03,R,1009202,3,GC05-20
80012080,02/27/2019,02/28/2019,90020328,1140.9,GC05-25-01690-01-005,R,GC05-19-008-03,R,1009340,2,GC05-25
80012081,02/27/2019,02/28/2019,90020446,1350.3,GC05-30-01541-01-073,R,GC05-19-024-03,R,1009331,2,GC05-30
80012083,02/27/2019,02/28/2019,90020137,1428,GC05-15-01180-01-048,R,GC05-19-003-03,R,1009325,2,GC05-15
80012084,02/27/2019,02/28/2019,22600,0,GC05-20-01330-01-040,R,GC05-19-005-03,R,1009330,2,GC05-20
80012085,02/27/2019,02/28/2019,90020186,1120.4,GC05-20-01330-01-045,R,GC05-19-005-03,R,1009327,3,GC05-20
80012086,02/27/2019,02/28/2019,22602,112.5,GC05-20-01690-01-015,R,GC05-19-006-03,R,1009345,2,GC05-20
80012088,02/28/2019,01/03/19,22634,272,GC05-30-01540-04-005,R,GC05-19-011-03,R,1009353,1,GC05-30
80012089,02/28/2019,01/03/19,90020443,408,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009334,2,GC05-30
80012091,02/28/2019,01/03/19,90020418,1020,GC05-30-01540-01-005,R,GC05-19-011-03,R,1009357,1,GC05-30
80012092,01/03/19,01/03/19,22319,816,GC05-35-02660-03-999,R,GC05-19-015-03,R,1009358,1,GC05-35
80012034,05/02/19,05/03/19,21827,544,GC05-40-02720-01-999,R,GC05-19-018-03,R,,4,GC05-40
80012035,07/02/19,07/03/19,90020408,272,GC05-30-01540-00-999,R,GC05-19-011-03,R,1009201,3,GC05-30
80012099,07/03/19,07/03/19,90020438,1012,GC05-30-01540-04-005,R,GC05-19-011-03,R,1009373,2,GC05-30
80012100,07/03/19,07/03/19,90020220,281.2,GC05-20-01690-01-020,R,GC05-19-006-03,R,1009372,2,GC05-20
80012101,07/03/19,07/03/19,90020137,898,GC05-15-01180-01-048,R,GC05-19-003-03,R,1009374,2,GC05-15
80012098,06/03/19,08/03/19,90020052,3052,GC05-10-01090-01-010,R,GC05-19-001-03,R,1009329,2,GC05-10
80012108,12/03/19,12/03/19,22634,3087.5,GC05-30-01540-04-005,R,GC05-19-011-03,R,1009376,2,GC05-30
80012095,04/03/19,03/14/2019,90020279,736.8,GC05-25-01420-02-030,R,GC05-19-007-03,R,1009268,3,GC05-25
80012114,01/03/19,03/14/2019,90020376,696,GC05-30-01480-01-060,R,GC05-19-009-03,R,1009397,4,GC05-30
80012115,01/03/19,03/14/2019,90020527,304,GC05-40-02720-01-999,R,GC05-19-018-03,R,1009398,3,GC05-40
80012116,01/03/19,03/14/2019,90020560,135,GC05-40-03750-01-095,R,GC05-19-019-03,R,1009399,4,GC05-40
80012031,05/02/19,03/15/2019,90020467,2569.5,GC05-35-02600-01-030,R,GC05-19-013-03,R,,4,GC05-35
80012090,02/28/2019,03/15/2019,90020060,761.7,GC05-10-01690-01-020,R,GC05-19-002-03,R,1009328,3,GC05-10
80012096,05/03/19,03/15/2019,90020663,2018.1,GC05-35-02660-02-999,R,GC05-19-015-03,R,1009370,2,GC05-35
80012102,08/03/19,03/15/2019,90020265,305.6,GC05-25-01420-02-030,R,GC05-19-007-03,R,,2,GC05-25
80012103,12/03/19,03/15/2019,90020240,25575.4,GC05-25-01420-01-030,R,GC05-19-007-03,R,1009384,1,GC05-25
80012104,12/03/19,03/15/2019,90020466,4777,GC05-35-02600-01-030,R,GC05-19-013-03,R,1009386,1,GC05-35
80012106,02/25/2019,03/15/2019,90020581,840,GC05-40-03780-01-125,R,GC05-19-020-03,R,1009387,4,GC05-40
80012111,08/03/19,03/15/2019,90020345,1683.6,GC05-25-01690-02-005,R,GC05-19-008-03,R,1009390,2,GC05-25
80012112,03/14/2019,03/15/2019,90020390,287.8,GC05-30-01480-01-065,R,GC05-19-009-03,R,1009393,1,GC05-30
80012113,01/03/19,03/15/2019,90020376,2333,GC05-30-01480-01-060,R,GC05-19-009-03,R,1009396,4,GC05-30
80012118,03/15/2019,03/15/2019,90020331,1414,GC05-25-01690-01-035,R,GC05-19-008-03,R,1009395,2,GC05-25
80012119,03/15/2019,03/18/2019,90020328,1040.6,GC05-25-01690-01-005,R,GC05-19-008-03,R,1009400,2,GC05-25
80012120,03/15/2019,03/18/2019,90020416,2041.1,GC05-30-01540-01-005,R,GC05-19-011-03,R,1009406,2,GC05-30
80012122,03/18/2019,03/19/2019,90020353,22.4,GC05-25-01690-02-035,R,GC05-19-008-03,R,1009413,1,GC05-25
80012123,03/18/2019,03/19/2019,90020208,595.2,GC05-20-01330-01-050,R,GC05-19-005-03,R,1009391,5,GC05-20
80012125,03/13/2019,03/19/2019,90020376,154,GC05-30-01480-01-060,R,GC05-19-009-03,R,1009431,4,GC05-30
80012126,03/13/2019,03/19/2019,90020110,114,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009432,3,GC05-15
80012127,03/13/2019,03/19/2019,22600,723.5,GC05-20-01330-01-040,R,GC05-19-005-03,R,1009435,4,GC05-20
80012128,03/13/2019,03/19/2019,90020454,677,GC05-35-02570-01-999,R,GC05-19-012-03,R,1009436,4,GC05-35
80012129,03/13/2019,03/19/2019,21853,138,GC05-25-01420-00-015,R,GC05-19-007-03,R,,4,GC05-25
80012132,03/20/2019,03/20/2019,90020262,272,GC05-25-01420-02-005,R,GC05-19-007-03,R,1009419,2,GC05-25
80012137,03/22/2019,03/22/2019,90020062,408,GC05-10-01690-01-020,R,GC05-19-002-03,R,1009445,3,GC05-10
80012138,03/22/2019,03/22/2019,90020373,680,GC05-30-01480-01-005,R,GC05-19-009-03,R,1009443,2,GC05-30
80012130,03/20/2019,03/23/2019,21847,408,GC05-35-02600-01-005,R,GC05-19-013-03,R,1009421,2,GC05-35
80012156,03/20/2019,03/23/2019,90020376,720,GC05-30-01480-01-060,R,GC05-19-009-03,R,,3,GC05-30
80012157,03/20/2019,03/23/2019,90020563,240,GC05-40-03750-01-100,R,GC05-19-019-03,R,1009461,4,GC05-40
80012093,04/03/19,03/24/2019,90020443,1621.1,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009335,2,GC05-30
80012094,04/03/19,03/24/2019,90020399,720,GC05-30-01510-01-999,R,GC05-19-010-03,R,1009249,4,GC05-30
80012146,03/27/2019,03/27/2019,90020660,0,GC05-35-02660-02-999,R,GC05-19-015-03,R,1009366,3,GC05-35
80011937,11/01/19,03/28/2019,10000024,4899,GC05-20-01330-01-040,R,GC05-19-005-03,R,,4,GC05-20
80012149,03/20/2019,03/28/2019,90020196,769,GC05-20-01330-01-045,R,GC05-19-005-03,R,1009420,2,GC05-20
80012150,03/22/2019,03/28/2019,90020156,680,GC05-15-01270-01-035,R,GC05-19-004-03,R,1009417,2,GC05-15
80012152,03/22/2019,03/28/2019,21854,272,GC05-25-01420-00-015,R,GC05-19-007-03,R,1009283,2,GC05-25
