WO,StartDate,EndDate,Equipment,Value,FunctionalLocation,OrderType,WBS,Activity,Notification,Priority,Fun.Loc
80012158,03/20/2019,03/28/2019,90020213,1560,GC05-20-01690-01-015,R,GC05-19-006-03,R,1009402,4,GC05-20
80012131,03/20/2019,03/29/2019,90020210,1071.2,GC05-20-01330-01-050,R,GC05-19-005-03,R,1009429,2,GC05-20
80012134,03/20/2019,03/29/2019,90020074,2229.1,GC05-25-01420-00-010,R,GC05-19-007-03,R,,2,GC05-25
80012136,03/22/2019,03/29/2019,90020403,424.2,GC05-30-01540-00-999,R,GC05-19-011-03,R,1009439,2,GC05-30
80012139,03/20/2019,03/29/2019,90020410,748,GC05-30-01540-01-005,R,GC05-19-011-03,R,,3,GC05-30
80012140,03/20/2019,03/29/2019,90020060,2150.5,GC05-10-01690-01-020,R,GC05-19-002-03,R,,3,GC05-10
80012159,03/20/2019,03/29/2019,21870,648,GC05-25-01420-00-015,R,GC05-19-007-03,R,1009462,3,GC05-25
80012160,03/28/2019,03/29/2019,90020323,1938,GC05-25-01690-01-005,R,GC05-19-008-03,R,1009463,2,GC05-25
80012162,03/29/2019,03/29/2019,21849,816,GC05-35-02600-01-005,R,GC05-19-013-03,R,1009467,3,GC05-35
80012143,03/26/2019,03/30/2019,90020443,480,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009454,2,GC05-30
80012008,01/31/2019,03/31/2019,22594,0,GC05-20-01330-01-050,R,GC05-19-005-03,R,1009225,4,GC05-20
80012011,01/31/2019,03/31/2019,90020194,3012.6,GC05-20-01330-01-045,R,GC05-19-005-03,R,,5,GC05-20
80012012,01/31/2019,03/31/2019,90020589,240,GC05-40-03810-01-135,R,GC05-19-021-03,R,,4,GC05-40
80012015,01/31/2019,03/31/2019,90020054,598,GC05-10-01690-01-015,R,GC05-19-002-03,R,1009223,2,GC05-10
80012016,01/31/2019,03/31/2019,90020519,0,GC05-40-02710-01-080,R,GC05-19-017-03,R,1009164,5,GC05-40
80012097,01/02/19,03/31/2019,90020527,272,GC05-40-02720-01-999,R,GC05-19-018-03,R,,4,GC05-40
80012142,03/26/2019,03/31/2019,22644,714,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009415,3,GC05-30
80012144,03/20/2019,03/31/2019,90020276,3096,GC05-25-01420-02-030,R,GC05-19-007-03,R,,4,GC05-25
80012145,03/27/2019,03/31/2019,90020439,0,GC05-30-01540-04-005,R,GC05-19-011-03,R,1009424,3,GC05-30
80012147,03/27/2019,03/31/2019,90020218,434.3,GC05-20-01690-01-020,R,GC05-19-006-03,R,1009404,3,GC05-20
80012148,03/28/2019,03/31/2019,90020423,860.1,GC05-30-01540-02-005,R,GC05-19-011-03,R,,4,GC05-30
80012151,03/22/2019,03/31/2019,90020308,272,GC05-25-01690-01-005,R,GC05-19-008-03,R,,4,GC05-25
80012153,03/28/2019,03/31/2019,90020283,408,GC05-25-01420-02-030,R,GC05-19-007-03,R,1009459,1,GC05-25
80012154,03/22/2019,03/31/2019,90020436,272,GC05-30-01540-04-005,R,GC05-19-011-03,R,,3,GC05-30
80012155,03/22/2019,03/31/2019,90020223,408,GC05-20-01690-01-020,R,GC05-19-006-03,R,,3,GC05-20
80012161,03/28/2019,03/31/2019,90020057,283.1,GC05-10-01690-01-015,R,GC05-19-002-03,R,1009407,4,GC05-10
80012163,03/29/2019,03/31/2019,90020390,272,GC05-30-01480-01-065,R,GC05-19-009-03,R,1009468,2,GC05-30
80012164,03/29/2019,03/31/2019,90020095,408,GC05-15-01180-01-005,R,GC05-19-003-03,R,1009381,4,GC05-15
80012165,03/29/2019,03/31/2019,90020220,272,GC05-20-01690-01-020,R,GC05-19-006-03,R,1009470,4,GC05-20
80012166,03/29/2019,03/31/2019,90020447,752,GC05-30-01541-01-073,R,GC05-19-024-03,R,1009471,4,GC05-30
80012167,03/29/2019,03/31/2019,90020060,6855.8,GC05-10-01690-01-020,R,GC05-19-002-03,R,1009356,4,GC05-10
80012168,03/20/2019,03/31/2019,90020581,5052,GC05-40-03780-01-125,R,GC05-19-020-03,R,1009472,4,GC05-40
80012174,02/04/19,02/04/19,90020279,550.6,GC05-25-01420-02-030,R,GC05-19-007-03,R,1009479,3,GC05-25
80012169,01/04/19,04/04/19,90020216,680,GC05-20-01690-01-015,R,GC05-19-006-03,R,1009451,5,GC05-20
80012170,01/04/19,04/04/19,22598,279.6,GC05-20-01330-01-040,R,GC05-19-005-03,R,1009355,5,GC05-20
80012172,02/04/19,05/04/19,90020208,6300.9,GC05-20-01330-01-050,R,GC05-19-005-03,R,1009478,2,GC05-20
80012173,02/04/19,05/04/19,90020438,3730.4,GC05-30-01540-04-005,R,GC05-19-011-04,R,1009477,1,GC05-30
80012175,01/04/19,05/04/19,90020406,1900,GC05-30-01540-00-999,R,GC05-19-011-03,R,,4,GC05-30
80012178,03/04/19,05/04/19,90020268,2414.6,GC05-25-01420-02-030,R,GC05-19-007-03,R,,3,GC05-25
80012179,04/04/19,05/04/19,90020237,542,GC05-25-01420-01-030,R,GC05-19-007-03,R,1009482,1,GC05-25
80012180,04/04/19,05/04/19,90020155,684.8,GC05-15-01270-01-035,R,GC05-19-004-03,R,1009484,2,GC05-15
80012181,04/04/19,05/04/19,90020439,761.7,GC05-30-01540-04-005,R,GC05-19-011-03,R,1009480,3,GC05-30
80012176,02/04/19,06/04/19,90020660,408,GC05-35-02660-02-999,R,GC05-19-015-03,R,1009369,5,GC05-35
80012177,01/04/19,06/04/19,90020207,10852.1,GC05-20-01330-01-050,R,GC05-19-005-03,R,,5,GC05-20
80012182,04/04/19,06/04/19,90020557,5.9,GC05-40-02720-01-999,R,GC05-19-018-03,R,1009293,4,GC05-40
80012186,08/04/19,08/04/19,22642,724,GC05-30-01540-04-073,R,GC05-19-011-04,R,1009490,1,GC05-30
80012193,03/29/2019,09/04/19,90020527,390,GC05-40-02720-01-999,R,GC05-19-018-03,R,1009518,3,GC05-40
80012184,05/04/19,10/04/19,90020278,664.5,GC05-25-01420-02-030,R,GC05-19-007-03,R,1009476,3,GC05-25
80012185,05/04/19,10/04/19,22721,1358,GC05-25-01690-01-005,R,GC05-19-008-03,R,1009465,3,GC05-25
80012195,05/04/19,11/04/19,90020347,1676,GC05-25-01690-02-005,R,GC05-19-008-03,R,,4,GC05-25
80012215,10/04/19,12/04/19,90020130,412,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009549,4,GC05-15
80012218,08/04/19,12/04/19,90020558,564,GC05-40-03750-01-085,R,GC05-19-019-03,R,1009552,4,GC05-40
80012219,11/04/19,12/04/19,90020443,207.5,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009553,4,GC05-30
80012109,03/13/2019,04/13/2019,21835,557,GC05-35-02600-01-005,R,GC05-19-013-03,R,1009363,4,GC05-35
80012110,08/03/19,04/13/2019,90020392,1638.8,GC05-30-01480-01-065,R,GC05-19-009-03,R,1009389,3,GC05-30
80012216,12/04/19,04/14/2019,90020288,205,GC05-25-01420-02-030,R,GC05-19-007-03,R,1009550,4,GC05-25
80012217,08/04/19,04/14/2019,90020120,1228.5,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009551,4,GC05-15
80012201,04/13/2019,04/15/2019,90020062,1859,GC05-10-01690-01-020,R,GC05-19-002-03,R,1009528,2,GC05-10
80012202,04/13/2019,04/15/2019,90020468,340,GC05-35-02600-01-030,R,GC05-19-013-03,R,1009529,2,GC05-35
80012196,11/04/19,04/16/2019,90020483,288.1,GC05-35-02600-01-900,R,GC05-19-013-03,R,1009516,2,GC05-35
80012197,12/04/19,04/16/2019,90020472,4352.6,GC05-35-02600-01-030,R,GC05-19-013-03,R,1009526,2,GC05-35
80012198,12/04/19,04/16/2019,90020323,557.5,GC05-25-01690-01-005,R,GC05-19-008-03,R,1009523,3,GC05-25
80012200,04/13/2019,04/16/2019,21835,10096.5,GC05-35-02600-01-005,R,GC05-19-013-03,R,1009527,2,GC05-35
80012187,09/04/19,04/19/2019,90020447,943.5,GC05-30-01541-01-073,R,GC05-19-024-03,R,1009489,3,GC05-30
80012188,10/04/19,04/19/2019,90020276,8564.2,GC05-25-01420-02-030,R,GC05-19-007-03,R,1009497,4,GC05-25
80012189,10/04/19,04/19/2019,90020073,745.6,GC05-25-01420-00-010,R,GC05-19-007-03,R,1009498,4,GC05-25
80012190,10/04/19,04/19/2019,90020243,1032.4,GC05-25-01420-01-030,R,GC05-19-007-03,R,1009499,4,GC05-25
80012191,01/04/19,04/19/2019,90020366,711.3,GC05-25-01690-02-035,R,GC05-19-008-03,R,1009515,4,GC05-25
80012192,01/04/19,04/19/2019,22738,263,GC05-35-02660-04-999,R,GC05-19-015-03,R,1009517,4,GC05-35
80012135,03/22/2019,04/22/2019,90020563,440,GC05-40-03750-01-100,R,GC05-19-019-03,R,1009433,4,GC05-40
80012205,04/22/2019,04/22/2019,21838,416.5,GC05-35-02600-01-005,R,GC05-19-013-03,R,1009537,2,GC05-35
80012207,04/21/2019,04/22/2019,90020111,23981.7,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009580,1,GC05-15
80012208,04/21/2019,04/22/2019,90020114,11830,GC05-15-01180-01-030,R,GC05-19-003-03,R,,1,GC05-15
80012204,04/18/2019,04/23/2019,90020052,3127.3,GC05-10-01090-01-010,R,GC05-19-001-03,R,,2,GC05-10
80012206,04/18/2019,04/23/2019,90020410,4907,GC05-30-01540-01-005,R,GC05-19-011-03,R,,3,GC05-30
80012209,04/18/2019,04/23/2019,90020056,272,GC05-10-01690-01-015,R,GC05-19-002-03,R,,4,GC05-10
80012210,04/18/2019,04/23/2019,90020054,272,GC05-10-01690-01-015,R,GC05-19-002-03,R,,4,GC05-10
80012211,04/18/2019,04/23/2019,90020269,293.2,GC05-25-01420-02-030,R,GC05-19-007-03,R,,3,GC05-25
80012212,04/18/2019,04/23/2019,90020061,1358,GC05-10-01690-01-020,R,GC05-19-002-03,R,,3,GC05-10
80012213,04/18/2019,04/23/2019,90020667,272,GC05-20-01330-01-005,R,GC05-19-005-03,R,,3,GC05-20
80012249,04/23/2019,04/24/2019,22543,388,GC05-40-02590-01-999,R,GC05-19-016-03,R,1009579,3,GC05-40
80012199,05/04/19,04/26/2019,90020235,2410,GC05-25-01420-01-005,R,GC05-19-007-03,R,,4,GC05-25
80012220,04/23/2019,04/28/2019,90020240,22007.8,GC05-25-01420-01-030,R,GC05-19-007-03,R,,4,GC05-25
80012223,11/04/19,04/28/2019,90020606,272,GC05-15-01180-01-005,R,GC05-19-003-03,R,,3,GC05-15
80012224,11/04/19,04/28/2019,90020056,952,GC05-10-01690-01-015,R,GC05-19-002-03,R,,3,GC05-10
80012225,04/21/2019,04/28/2019,22728,1064.6,GC05-20-01330-01-045,R,GC05-19-005-03,R,,2,GC05-20
80012226,04/19/2019,04/28/2019,90020120,308,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009555,3,GC05-15
80012227,04/18/2019,04/28/2019,90020063,605.5,GC05-10-01690-01-020,R,GC05-19-002-03,R,1009556,3,GC05-10
80012228,04/18/2019,04/28/2019,90020213,166.5,GC05-20-01690-01-015,R,GC05-19-006-03,R,1009557,3,GC05-20
80012229,04/18/2019,04/28/2019,90020192,188026.6,GC05-20-01330-01-045,R,GC05-19-005-03,R,,5,GC05-20
80012230,04/18/2019,04/28/2019,22600,0,GC05-20-01330-01-040,R,GC05-19-005-03,R,,5,GC05-20
80012231,04/18/2019,04/28/2019,90020058,6256.3,GC05-10-01690-01-020,R,GC05-19-002-03,R,,5,GC05-10
80012121,03/18/2019,04/30/2019,90020575,2363,GC05-40-03780-01-115,R,GC05-19-020-03,R,1009416,,GC05-40
80012171,01/04/19,04/30/2019,90020537,680,GC05-40-02720-01-999,R,GC05-19-018-03,R,,4,GC05-40
80012250,02/05/19,03/05/19,90020452,439.5,GC05-35-02570-01-999,R,GC05-19-012-03,R,1009581,4,GC05-35
80012251,02/05/19,03/05/19,90020443,211,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009582,3,GC05-30
80012252,02/05/19,03/05/19,90020103,298,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009583,4,GC05-15
80012253,01/05/19,03/05/19,90020197,0,GC05-20-01330-01-045,R,GC05-19-005-03,R,1009584,2,GC05-20
80012233,04/30/2019,08/05/19,22600,16337.6,GC05-20-01330-01-040,R,GC05-19-005-03,R,,5,GC05-20
80012234,04/30/2019,08/05/19,90020216,2040,GC05-20-01690-01-015,R,GC05-19-006-03,R,,5,GC05-20
80012235,04/30/2019,08/05/19,90020185,3753.3,GC05-20-01330-01-045,R,GC05-19-005-03,R,,5,GC05-20
80012236,04/30/2019,08/05/19,22319,3922,GC05-35-02660-03-999,R,GC05-19-015-03,R,,5,GC05-35
80012237,04/30/2019,08/05/19,22728,5433.7,GC05-20-01330-01-045,R,GC05-19-005-03,R,,5,GC05-20
80012238,04/30/2019,08/05/19,90020128,1564,GC05-15-01180-01-030,R,GC05-19-003-03,R,,5,GC05-15
80012239,04/30/2019,08/05/19,90020156,4046.5,GC05-15-01270-01-035,R,GC05-19-004-03,R,,4,GC05-15
80012240,04/30/2019,08/05/19,90020271,816,GC05-25-01420-02-030,R,GC05-19-007-03,R,,4,GC05-25
80012247,10/05/19,12/05/19,22647,24414.8,GC05-20-01330-01-045,R,GC05-19-005-03,R,,1,GC05-20
80012254,01/05/19,05/13/2019,90020626,17743.8,GC05-15-01180-01-005,R,GC05-19-003-03,R,,5,GC05-15
80012259,08/05/19,05/15/2019,90020132,2448,GC05-15-01180-01-030,R,GC05-19-003-03,R,1009577,2,GC05-15
80012263,06/05/19,05/16/2019,22600,555.3,GC05-20-01330-01-040,R,GC05-19-005-03,R,1009565,3,GC05-20
80012264,06/05/19,05/16/2019,90020220,408,GC05-20-01690-01-020,R,GC05-19-006-03,R,1009566,3,GC05-20
80012255,09/05/19,05/18/2019,90020605,1500,GC05-15-01180-01-005,R,GC05-19-003-03,R,,4,GC05-15
80012256,05/14/2019,05/18/2019,90020115,9223.1,GC05-15-01180-01-030,R,GC05-19-003-03,R,,2,GC05-15
80012257,05/14/2019,05/18/2019,90020191,5000,GC05-20-01330-01-045,R,GC05-19-005-03,R,,4,GC05-20
80012260,08/05/19,05/18/2019,21850,1088,GC05-25-01420-00-015,R,GC05-19-007-03,R,,4,GC05-25
80012261,05/16/2019,05/18/2019,90020213,21664.2,GC05-20-01690-01-015,R,GC05-19-006-03,R,,1,GC05-20
80012293,05/27/2019,05/27/2019,22669,1854,GC05-40-03780-01-125,R,GC05-19-020-03,R,1009634,4,GC05-40
80012242,02/05/19,05/28/2019,90020176,1853,GC05-20-01330-01-040,R,GC05-19-005-03,R,,4,GC05-20
80012243,04/18/2019,05/28/2019,90020371,1781,GC05-30-01480-01-005,R,GC05-19-009-03,R,,3,GC05-30
80012244,04/18/2019,05/28/2019,22733,272,GC05-20-01330-01-005,R,GC05-19-005-03,R,,5,GC05-20
80012245,04/18/2019,05/28/2019,90020666,816,GC05-35-02600-01-900,R,GC05-19-013-03,R,,5,GC05-35
80012246,04/18/2019,05/28/2019,90020122,1504,GC05-15-01180-01-030,R,GC05-19-003-03,R,,5,GC05-15
80012248,10/05/19,05/28/2019,22600,2479.5,GC05-20-01330-01-040,R,GC05-19-005-03,R,,5,GC05-20
80012082,01/01/19,05/31/2019,90020595,2600,GC05-25-01420-00-005,R,GC05-19-007-03,R,1009437,4,GC05-25
80012133,03/20/2019,05/31/2019,90020406,2591.7,GC05-30-01540-00-999,R,GC05-19-011-03,R,1009438,N,GC05-30
80012203,04/16/2019,05/31/2019,90020443,2150,GC05-30-01540-04-073,R,GC05-19-011-03,R,,4,GC05-30
80012262,01/05/19,05/31/2019,90020529,584.5,GC05-40-02720-01-999,R,GC05-19-018-03,R,,4,GC05-40
80012265,06/05/19,05/31/2019,90020403,1113.7,GC05-30-01540-00-999,R,GC05-19-011-03,R,,3,GC05-30
80012266,06/05/19,05/31/2019,90020447,272,GC05-30-01541-01-073,R,GC05-19-024-03,R,,4,GC05-30
80012272,05/13/2019,05/31/2019,90020176,272,GC05-20-01330-01-040,R,GC05-19-005-03,R,,3,GC05-20
80012273,05/13/2019,05/31/2019,90020132,962,GC05-15-01180-01-030,R,GC05-19-003-03,R,,2,GC05-15
80012274,05/13/2019,05/31/2019,90020626,544,GC05-15-01180-01-005,R,GC05-19-003-03,R,,4,GC05-15
80012276,05/13/2019,05/31/2019,90020217,272,GC05-20-01690-01-020,R,GC05-19-006-03,R,,4,GC05-20
80012277,05/13/2019,05/31/2019,22647,793.2,GC05-20-01330-01-045,R,GC05-19-005-03,R,,3,GC05-20
80012278,05/13/2019,05/31/2019,90020196,408,GC05-20-01330-01-045,R,GC05-19-005-03,R,,4,GC05-20
80012279,05/13/2019,05/31/2019,90020176,272,GC05-20-01330-01-040,R,GC05-19-005-03,R,,3,GC05-20
80012280,05/13/2019,05/31/2019,90020667,408,GC05-20-01330-01-005,R,GC05-19-005-03,R,,3,GC05-20
80012281,05/13/2019,05/31/2019,90020115,1054.8,GC05-15-01180-01-030,R,GC05-19-003-03,R,,2,GC05-15
80012282,05/13/2019,05/31/2019,90020128,272,GC05-15-01180-01-030,R,GC05-19-003-03,R,,4,GC05-15
80012283,05/13/2019,05/31/2019,90020115,544,GC05-15-01180-01-030,R,GC05-19-003-03,R,,4,GC05-15
80012284,05/13/2019,05/31/2019,90020097,648.2,GC05-15-01180-01-005,R,GC05-19-003-03,R,1009629,3,GC05-15
80012285,05/13/2019,05/31/2019,90020063,272,GC05-10-01690-01-020,R,GC05-19-002-03,R,,4,GC05-10
80012286,05/13/2019,05/31/2019,90020219,1204.9,GC05-20-01690-01-020,R,GC05-19-006-03,R,,3,GC05-20
80012287,05/13/2019,05/31/2019,90020560,1061,GC05-40-03750-01-095,R,GC05-19-019-03,R,1009628,4,GC05-40
80012289,07/05/19,05/31/2019,22637,352,GC05-30-01540-04-073,R,GC05-19-011-03,R,1009630,4,GC05-30
80012290,06/05/19,05/31/2019,22646,572,GC05-20-01330-01-045,R,GC05-19-005-03,R,1009631,3,GC05-20
80012291,05/27/2019,05/31/2019,90020073,19753.7,GC05-25-01420-00-010,R,GC05-19-007-03,R,,4,GC05-25
80012292,05/27/2019,05/31/2019,90020210,1056.9,GC05-20-01330-01-050,R,GC05-19-005-03,R,1009633,1,GC05-20
80012294,05/18/2019,05/31/2019,90020390,2812,GC05-30-01480-01-065,R,GC05-19-009-03,R,,3,GC05-30
80012295,05/18/2019,05/31/2019,22643,647,GC05-30-01540-04-073,R,GC05-19-011-03,R,,3,GC05-30
80012296,05/18/2019,05/31/2019,90020200,2658.9,GC05-20-01330-01-050,R,GC05-19-005-03,R,,2,GC05-20
80012297,05/18/2019,05/31/2019,90020347,544,GC05-25-01690-02-005,R,GC05-19-008-03,R,,3,GC05-25
80012298,05/18/2019,05/31/2019,90020064,272,GC05-10-01690-01-020,R,GC05-19-002-03,R,,3,GC05-10
80012299,05/18/2019,05/31/2019,90020196,408,GC05-20-01330-01-045,R,GC05-19-005-03,R,,3,GC05-20
80012300,05/18/2019,05/31/2019,22637,708,GC05-30-01540-04-073,R,GC05-19-011-03,R,,4,GC05-30
80012301,05/18/2019,05/31/2019,90020191,544,GC05-20-01330-01-045,R,GC05-19-005-03,R,,2,GC05-20
80012302,05/18/2019,05/31/2019,90020213,476.6,GC05-20-01690-01-015,R,GC05-19-006-03,R,,3,GC05-20
80012303,05/18/2019,05/31/2019,90020095,272,GC05-15-01180-01-005,R,GC05-19-003-03,R,,4,GC05-15
80012304,05/18/2019,05/31/2019,90020115,680,GC05-15-01180-01-030,R,GC05-19-003-03,R,,3,GC05-15
80012305,05/18/2019,05/31/2019,90020091,1004.9,GC05-15-01180-01-005,R,GC05-19-003-03,R,,3,GC05-15
80012306,05/18/2019,05/31/2019,90020115,2294.2,GC05-15-01180-01-030,R,GC05-19-003-03,R,,2,GC05-15
80012307,05/18/2019,05/31/2019,90020285,1324.7,GC05-25-01420-02-030,R,GC05-19-007-03,R,,3,GC05-25
80012308,05/18/2019,05/31/2019,90020229,691.1,GC05-25-01420-01-005,R,GC05-19-007-03,R,,2,GC05-25
80012309,05/18/2019,05/31/2019,90020264,816,GC05-25-01420-02-005,R,GC05-19-007-03,R,,3,GC05-25
80012310,05/18/2019,05/31/2019,90020390,3395.2,GC05-30-01480-01-065,R,GC05-19-009-03,R,,4,GC05-30
80012311,05/18/2019,05/31/2019,22713,544,GC05-20-01330-01-050,R,GC05-19-005-03,R,,4,GC05-20
80012312,05/18/2019,05/31/2019,90020212,272,GC05-20-01690-01-015,R,GC05-19-006-03,R,,2,GC05-20
80012314,05/18/2019,05/31/2019,21872,2505.7,GC05-25-01420-00-015,R,GC05-19-007-03,R,,3,GC05-25
80012315,05/18/2019,05/31/2019,90020329,1093.3,GC05-25-01690-01-005,R,GC05-19-008-03,R,,4,GC05-25
80012316,05/18/2019,05/31/2019,90020097,2042,GC05-15-01180-01-005,R,GC05-19-003-03,R,,4,GC05-15
80012318,05/18/2019,05/31/2019,90020345,960,GC05-25-01690-02-005,R,GC05-19-008-03,R,1009653,3,GC05-25
80012051,12/02/19,12/06/19,90020564,9768,GC05-40-03750-01-100,R,GC05-19-019-03,R,1009273,9,GC05-40
80012359,06/14/2019,06/14/2019,90020190,0,GC05-20-01330-01-045,R,GC05-19-005-03,R,1009663,2,GC05-20
80012124,03/19/2019,06/19/2019,90020564,418.5,GC05-40-03750-01-100,R,GC05-19-019-03,R,1009425,9,GC05-40
80012267,05/16/2019,06/24/2019,90020403,4298.9,GC05-30-01540-00-999,R,GC05-19-011-03,R,,4,GC05-30
80012397,06/28/2019,06/28/2019,90020564,500,GC05-40-03750-01-100,R,GC05-19-019-03,R,1009690,9,GC05-40
80012322,01/06/19,03/07/19,90020210,755.5,GC05-20-01330-01-050,R,GC05-19-005-03,R,,3,GC05-20
80012323,01/06/19,03/07/19,90020242,544,GC05-25-01420-01-030,R,GC05-19-007-03,R,,2,GC05-25
80012324,01/06/19,03/07/19,90020310,272,GC05-25-01690-01-005,R,GC05-19-008-03,R,,3,GC05-25
80012325,01/06/19,03/07/19,90020054,433.7,GC05-10-01690-01-015,R,GC05-19-002-03,R,,3,GC05-10
80012326,01/06/19,03/07/19,90020191,3422.5,GC05-20-01330-01-045,R,GC05-19-005-03,R,,2,GC05-20
80012327,01/06/19,03/07/19,90020319,680,GC05-25-01690-01-005,R,GC05-19-008-03,R,,3,GC05-25
80012328,01/06/19,03/07/19,90020272,272,GC05-25-01420-02-030,R,GC05-19-007-03,R,,3,GC05-25
80012329,01/06/19,03/07/19,90020328,544,GC05-25-01690-01-005,R,GC05-19-008-03,R,,4,GC05-25
80012330,01/06/19,03/07/19,90020200,272,GC05-20-01330-01-050,R,GC05-19-005-03,R,,2,GC05-20
80012331,01/06/19,03/07/19,90020133,816,GC05-15-01180-01-048,R,GC05-19-003-03,R,,2,GC05-15
80012332,01/06/19,03/07/19,90020157,689.6,GC05-15-01270-01-035,R,GC05-19-004-03,R,,3,GC05-15
80012333,01/06/19,03/07/19,90020422,544,GC05-30-01540-01-073,R,GC05-19-011-03,R,,3,GC05-30
80012334,01/06/19,03/07/19,22713,272,GC05-20-01330-01-050,R,GC05-19-005-03,R,,4,GC05-20
80012335,01/06/19,03/07/19,90020390,272,GC05-30-01480-01-065,R,GC05-19-009-03,R,,3,GC05-30
80012336,01/06/19,03/07/19,90020390,952,GC05-30-01480-01-065,R,GC05-19-009-03,R,,3,GC05-30
80012337,01/06/19,03/07/19,22677,272,GC05-35-02660-02-999,R,GC05-19-015-03,R,,2,GC05-35
80012340,01/06/19,03/07/19,90020070,568.4,GC05-25-01420-00-010,R,GC05-19-007-03,R,,3,GC05-25
80012341,01/06/19,03/07/19,90020220,0,GC05-20-01690-01-020,R,GC05-19-006-03,R,,4,GC05-20
80012342,01/06/19,03/07/19,90020196,0,GC05-20-01330-01-045,R,GC05-19-005-03,R,,2,GC05-20
80012343,01/06/19,03/07/19,22521,200.8,GC05-15-01180-01-049,R,GC05-19-003-03,R,,2,GC05-15
80012344,01/06/19,03/07/19,90020297,3385.2,GC05-25-01420-03-030,R,GC05-19-007-03,R,,3,GC05-25
80012346,01/06/19,03/07/19,90020105,272,GC05-15-01180-01-030,R,GC05-19-003-03,R,,2,GC05-15
80012347,01/06/19,03/07/19,90020105,408,GC05-15-01180-01-030,R,GC05-19-003-03,R,,3,GC05-15
80012348,01/06/19,03/07/19,22701,408,GC05-20-01330-01-050,R,GC05-19-005-03,R,,5,GC05-20
80012349,01/06/19,03/07/19,22701,272,GC05-20-01330-01-050,R,GC05-19-005-03,R,,4,GC05-20
80012350,01/06/19,03/07/19,90020210,952,GC05-20-01330-01-050,R,GC05-19-005-03,R,,3,GC05-20
80012351,01/06/19,03/07/19,21872,816,GC05-25-01420-00-015,R,GC05-19-007-03,R,,3,GC05-25
80012352,01/06/19,03/07/19,90020379,544,GC05-30-01480-01-060,R,GC05-19-009-03,R,,4,GC05-30
80012353,01/06/19,03/07/19,90020411,4094,GC05-30-01540-01-005,R,GC05-19-011-03,R,,3,GC05-30
80012354,01/06/19,03/07/19,21835,816,GC05-35-02600-01-005,R,GC05-19-013-03,R,,3,GC05-35
80012355,01/06/19,03/07/19,90020230,544,GC05-25-01420-01-005,R,GC05-19-007-03,R,,2,GC05-25
80012357,01/06/19,03/07/19,90020126,272,GC05-15-01180-01-030,R,GC05-19-003-03,R,,3,GC05-15
80012358,01/06/19,03/07/19,90020662,272,GC05-35-02660-02-999,R,GC05-19-015-03,R,,2,GC05-35
80012360,01/06/19,03/07/19,22602,1147.8,GC05-20-01690-01-015,R,GC05-19-006-03,R,,5,GC05-20
80012361,01/06/19,03/07/19,22600,3502.7,GC05-20-01330-01-040,R,GC05-19-005-03,R,,5,GC05-20
80012363,01/06/19,03/07/19,90020467,6218.9,GC05-35-02600-01-030,R,GC05-19-013-03,R,,6,GC05-35
80012364,01/06/19,03/07/19,90020531,680,GC05-40-02720-01-999,R,GC05-19-018-03,R,,4,GC05-40
80012365,06/17/2019,03/07/19,90020443,685.2,GC05-30-01540-04-073,R,GC05-19-011-03,R,,4,GC05-30
80012366,06/17/2019,03/07/19,22601,803.4,GC05-20-01690-01-015,R,GC05-19-006-03,R,,2,GC05-20
80012368,05/17/2019,03/07/19,90020581,322,GC05-40-03780-01-125,R,GC05-19-020-03,R,,4,GC05-40
80012369,05/17/2019,03/07/19,90020129,394,GC05-15-01180-01-030,R,GC05-19-003-03,R,,4,GC05-15
80012370,05/17/2019,03/07/19,22544,272,GC05-40-03810-01-135,R,GC05-19-021-03,R,,3,GC05-40
80012371,06/17/2019,03/07/19,22536,272,GC05-25-01420-00-010,R,GC05-19-007-03,R,,3,GC05-25
80012372,06/17/2019,03/07/19,90020056,408,GC05-10-01690-01-015,R,GC05-19-002-03,R,,4,GC05-10
80012373,06/17/2019,03/07/19,90020235,272,GC05-25-01420-01-005,R,GC05-19-007-03,R,,4,GC05-25
80012374,06/19/2019,03/07/19,21849,34.3,GC05-35-02600-01-005,R,GC05-19-013-03,R,,4,GC05-35
80012376,06/20/2019,03/07/19,22782,474,GC05-30-01480-01-060,R,GC05-19-009-03,R,,2,GC05-30
80012377,06/20/2019,03/07/19,22521,408,GC05-15-01180-01-049,R,GC05-19-003-03,R,,2,GC05-15
80012378,06/20/2019,03/07/19,90020233,1096.8,GC05-25-01420-01-005,R,GC05-19-007-03,R,,3,GC05-25
80012379,06/20/2019,03/07/19,90020219,1097.8,GC05-20-01690-01-020,R,GC05-19-006-03,R,,4,GC05-20
80012380,06/20/2019,03/07/19,90020435,522,GC05-30-01540-04-005,R,GC05-19-011-03,R,,3,GC05-30
